rainfall,soil_moisture,slope_angle,vibration,pore_water_pressure,temperature,risk_score,risk_level
0.44,11.28,41.74,0.084,7.32,30.8,20.4,Safe
6.04,55.42,42.69,0.344,6.06,27.3,27.1,Safe
0.38,37.95,45.02,0.11,0.26,26.5,19.1,Safe
8.63,27.24,31.81,0.106,1.82,23.8,7.7,Safe
6.12,36.57,37.91,0.01,12.43,30.8,19.1,Safe
0.42,36.76,18.69,0.383,1.99,32.6,4.3,Safe
0.44,28.33,33.65,0.029,2.99,31.1,11.4,Safe
21.58,36.98,23.21,0.113,1.76,31.8,7.1,Safe
2.34,28.93,29.25,0.244,3.63,24.6,8.6,Safe
2.32,30.96,35.92,0.036,15.3,24.0,16.6,Safe
8.38,28.14,23.48,0.112,23.97,25.4,6.6,Safe
14.71,20.67,16.72,0.041,5.96,26.2,5.2,Safe
21.34,36.46,15.34,0.214,2.07,31.7,1.7,Safe
7.0,40.85,15.73,0.125,2.73,30.7,3.4,Safe
2.36,40.15,15.28,0.291,1.76,28.2,2.1,Safe
0.44,43.2,18.64,0.337,16.96,20.3,8.6,Safe
7.51,38.24,22.9,0.157,4.92,19.2,9.2,Safe
4.09,29.67,22.3,0.194,2.38,27.0,7.2,Safe
2.76,43.4,47.56,0.12,0.05,29.5,20.3,Safe
11.84,21.42,25.1,0.073,2.94,25.7,6.6,Safe
0.59,25.99,19.2,0.157,16.52,33.7,9.2,Safe
3.39,25.36,33.0,0.358,2.96,21.7,11.2,Safe
0.06,45.8,43.31,0.081,0.81,21.2,23.1,Safe
3.16,44.43,37.38,0.057,0.09,23.3,16.4,Safe
0.29,39.87,24.77,0.074,1.75,23.2,6.9,Safe
0.63,45.72,33.53,0.086,10.02,28.1,16.4,Safe
0.63,26.21,38.59,0.011,22.68,24.3,17.0,Safe
5.24,38.49,39.03,0.104,11.63,19.8,22.1,Safe
6.85,33.75,37.0,0.102,5.23,29.6,14.1,Safe
4.38,43.47,43.74,0.133,3.27,19.0,23.3,Safe
16.37,33.85,43.71,0.068,3.57,21.7,24.5,Safe
2.35,31.15,34.1,0.142,3.1,19.5,14.0,Safe
1.68,40.41,29.19,0.316,4.91,26.8,10.6,Safe
10.15,43.76,36.17,0.467,2.17,26.7,18.7,Safe
1.27,28.32,42.0,0.131,4.43,33.7,15.5,Safe
16.51,34.39,15.19,0.01,0.52,29.7,1.8,Safe
0.06,24.42,47.74,0.522,1.24,31.8,18.4,Safe
17.51,10.02,21.04,0.184,7.23,27.2,4.0,Safe
0.22,37.0,30.52,0.061,9.36,22.1,13.9,Safe
11.09,41.09,43.78,0.024,3.1,26.5,24.6,Safe
3.75,37.62,22.43,0.023,0.13,28.4,8.6,Safe
24.78,15.5,30.73,0.028,10.47,28.8,13.5,Safe
0.38,31.49,19.38,0.01,4.84,24.1,7.6,Safe
4.04,12.82,28.04,0.349,2.14,28.0,6.7,Safe
17.42,48.7,20.85,0.117,3.65,22.3,11.0,Safe
3.7,24.14,27.0,0.181,2.25,21.8,10.2,Safe
4.96,47.55,27.32,0.264,2.5,21.5,11.5,Safe
5.95,44.46,47.77,0.235,8.71,26.1,28.0,Safe
3.03,25.99,47.83,0.321,0.7,21.3,22.6,Safe
4.94,23.67,18.79,0.513,0.44,24.3,5.7,Safe
4.39,38.5,38.96,0.087,0.01,29.6,17.3,Safe
11.57,26.56,16.71,0.45,1.51,21.9,2.5,Safe
0.23,36.02,16.0,0.193,0.64,24.0,0.1,Safe
1.65,30.17,18.48,0.011,0.99,26.3,3.2,Safe
15.02,17.19,46.86,0.172,0.05,27.0,16.8,Safe
11.05,12.7,46.05,0.174,1.03,24.0,20.6,Safe
3.04,37.27,21.4,0.354,1.62,29.1,2.0,Safe
4.84,29.38,20.34,0.07,0.13,28.4,4.9,Safe
1.62,29.47,22.94,0.132,3.74,30.6,5.4,Safe
1.04,41.96,32.01,0.01,3.36,25.7,11.7,Safe
3.12,46.73,33.8,0.061,0.41,23.9,13.8,Safe
2.18,32.27,22.31,0.01,3.62,23.3,0.0,Safe
4.38,31.59,39.97,0.111,26.44,27.2,21.9,Safe
0.4,40.0,25.22,0.255,11.56,24.5,7.9,Safe
18.32,21.43,45.43,0.035,0.01,23.7,17.2,Safe
21.42,37.23,36.67,0.112,6.35,24.2,26.7,Safe
5.99,40.52,29.4,0.034,1.75,23.3,7.7,Safe
3.84,41.8,41.07,0.019,0.26,26.8,19.4,Safe
1.85,15.63,41.99,0.107,1.4,20.3,12.9,Safe
8.4,27.39,24.59,0.012,1.55,27.2,4.5,Safe
5.77,26.22,26.21,0.133,2.96,28.7,4.5,Safe
0.89,36.0,45.89,0.01,4.33,23.7,23.9,Safe
12.09,39.81,20.44,0.017,5.53,33.7,9.3,Safe
8.64,49.97,16.39,0.12,1.13,26.1,2.6,Safe
14.96,30.05,29.98,0.134,1.55,19.8,13.6,Safe
6.47,30.02,41.44,0.01,1.47,24.9,14.5,Safe
4.75,46.5,40.47,0.128,1.8,26.3,18.8,Safe
2.71,37.97,45.34,0.273,31.9,27.8,32.5,Safe
13.5,47.68,32.6,0.192,6.02,25.0,14.1,Safe
10.05,37.89,18.3,0.021,14.75,22.0,3.8,Safe
0.23,23.43,34.43,0.135,4.73,21.6,12.0,Safe
0.13,21.67,40.69,0.167,2.09,23.4,14.7,Safe
2.36,19.48,18.08,0.01,1.98,23.8,0.0,Safe
8.32,41.62,20.7,0.29,2.68,21.5,12.4,Safe
21.82,46.89,15.41,0.355,2.16,23.1,2.9,Safe
0.82,53.49,34.59,0.285,7.05,28.6,20.4,Safe
4.51,43.43,44.26,0.261,2.5,32.6,23.9,Safe
2.4,46.63,37.13,0.205,1.4,29.0,15.3,Safe
17.52,29.2,47.41,0.151,5.96,31.2,25.7,Safe
9.23,23.44,17.08,0.17,7.71,29.9,1.2,Safe
9.11,43.5,44.8,0.246,2.18,29.3,23.7,Safe
3.16,39.18,41.86,0.163,4.41,24.6,22.0,Safe
2.68,36.07,25.37,0.06,0.24,26.6,6.2,Safe
1.6,38.87,47.13,0.071,3.02,24.3,23.5,Safe
0.29,38.23,24.5,0.341,0.18,25.1,6.5,Safe
10.0,47.84,44.35,0.01,0.12,26.3,23.4,Safe
8.38,47.95,44.06,0.18,3.8,28.9,24.4,Safe
40.86,40.44,40.0,0.464,1.45,27.7,24.0,Safe
28.47,43.46,33.59,0.184,5.43,25.4,13.9,Safe
4.05,40.14,18.96,0.765,9.06,26.2,9.4,Safe
7.33,30.39,32.56,0.174,0.6,27.7,17.0,Safe
14.48,42.57,26.77,0.01,5.16,28.7,11.4,Safe
9.47,21.06,41.14,0.263,2.89,19.9,15.1,Safe
1.42,45.54,40.02,0.05,0.48,21.7,18.8,Safe
2.99,23.05,45.05,0.089,4.22,30.4,21.1,Safe
0.69,37.86,15.49,0.056,3.76,25.8,5.4,Safe
15.4,26.55,41.7,0.047,2.9,24.3,20.7,Safe
4.66,40.53,45.97,0.085,10.44,24.9,26.1,Safe
1.3,34.66,41.05,0.071,2.94,24.9,19.2,Safe
5.57,19.05,19.3,0.15,18.63,28.2,5.6,Safe
4.81,39.21,17.68,0.252,2.85,21.6,2.0,Safe
2.22,29.22,15.69,0.053,0.49,26.1,0.5,Safe
0.6,43.81,35.75,0.036,2.54,27.0,14.6,Safe
5.57,35.01,35.78,0.165,0.81,27.6,15.3,Safe
3.67,38.95,47.57,0.166,3.64,26.9,19.2,Safe
7.4,25.42,28.14,0.347,4.73,28.1,11.3,Safe
3.67,29.11,25.95,0.01,2.53,23.7,2.4,Safe
9.56,30.41,35.61,0.288,0.41,22.2,15.5,Safe
4.01,43.57,42.25,0.11,2.53,35.8,23.5,Safe
4.12,51.77,45.91,0.146,0.34,24.8,26.7,Safe
10.46,26.95,41.5,0.014,4.58,25.3,15.8,Safe
2.58,45.77,29.08,0.085,6.25,28.7,13.8,Safe
0.72,13.3,35.95,0.039,13.12,32.4,15.8,Safe
0.15,23.06,43.26,0.044,0.64,23.8,19.8,Safe
7.04,25.41,31.19,0.105,3.04,22.0,11.7,Safe
4.84,21.47,22.15,0.251,3.35,21.0,7.9,Safe
6.09,19.16,20.6,0.204,10.23,32.4,4.1,Safe
1.2,39.13,15.01,0.134,3.95,21.8,0.2,Safe
0.73,32.86,38.7,0.116,0.63,25.9,17.3,Safe
0.07,38.79,18.67,0.084,2.29,22.1,6.2,Safe
2.16,41.9,23.05,0.54,4.25,20.2,7.2,Safe
4.46,37.66,24.83,0.123,4.82,24.8,5.5,Safe
2.49,41.58,33.49,0.044,7.95,22.2,15.2,Safe
2.88,34.3,28.13,0.039,0.8,23.2,9.2,Safe
11.73,23.13,37.26,0.142,12.11,34.0,17.5,Safe
2.14,45.58,16.84,0.111,0.24,27.7,5.7,Safe
3.61,29.11,19.09,0.01,16.48,29.7,7.7,Safe
7.65,25.64,31.47,0.266,7.8,29.3,12.5,Safe
2.53,33.22,26.12,0.183,4.32,25.6,6.2,Safe
4.87,25.87,24.76,0.163,5.31,24.2,5.5,Safe
9.92,30.83,17.21,0.011,0.3,27.0,1.2,Safe
14.93,38.44,44.56,0.067,0.17,26.7,21.8,Safe
0.8,38.48,37.83,0.411,0.43,23.7,15.2,Safe
13.06,26.02,19.01,0.298,0.37,26.5,3.8,Safe
3.39,30.12,17.15,0.05,3.17,23.2,2.8,Safe
1.49,45.74,47.17,0.026,0.97,25.3,21.7,Safe
3.07,39.96,37.48,0.089,7.87,24.7,18.5,Safe
19.57,55.75,28.78,0.066,2.36,20.9,18.9,Safe
3.39,46.8,38.16,0.172,4.76,16.6,18.5,Safe
1.99,46.44,39.96,0.509,4.23,22.2,19.1,Safe
5.02,21.12,40.74,0.068,1.54,33.2,15.6,Safe
1.37,42.64,30.77,0.01,1.11,24.8,9.7,Safe
0.39,34.47,29.19,0.342,1.68,29.1,10.1,Safe
0.69,29.49,15.36,0.01,6.37,17.5,0.0,Safe
0.69,36.68,45.58,0.458,3.53,22.0,19.4,Safe
0.82,44.45,34.91,0.164,1.17,20.6,12.8,Safe
0.75,40.01,21.7,0.426,6.81,25.2,6.0,Safe
5.12,26.22,45.35,0.033,0.23,35.7,15.5,Safe
1.0,42.42,45.19,0.01,4.81,27.8,25.4,Safe
2.12,28.62,47.64,0.1,2.31,32.8,21.4,Safe
11.35,37.17,43.84,0.09,5.26,25.0,24.6,Safe
3.21,31.97,47.93,0.06,10.49,31.5,20.7,Safe
5.51,32.81,23.07,0.474,5.55,34.3,7.4,Safe
0.95,42.66,42.79,0.259,2.33,25.6,21.6,Safe
1.07,24.6,42.16,0.163,0.65,23.8,19.8,Safe
0.21,54.45,22.62,0.027,6.57,20.7,6.5,Safe
0.93,16.79,18.25,0.199,2.47,24.8,0.0,Safe
1.63,29.02,47.32,0.195,0.31,26.3,20.2,Safe
0.97,38.7,24.77,0.083,5.08,34.1,6.5,Safe
0.46,40.84,43.74,0.388,1.38,20.8,25.1,Safe
0.64,34.0,15.14,0.027,0.2,26.2,2.6,Safe
3.09,34.43,15.69,0.047,9.32,18.7,2.1,Safe
1.16,39.11,30.37,0.01,2.64,24.3,10.5,Safe
2.26,32.69,22.88,0.238,1.32,27.2,6.1,Safe
3.5,48.93,37.76,0.146,5.04,28.1,14.5,Safe
5.86,43.39,33.66,0.057,8.68,28.4,16.1,Safe
0.2,43.73,17.56,0.027,0.0,27.6,2.1,Safe
8.03,25.34,20.37,0.01,4.66,28.3,6.0,Safe
4.94,34.21,27.81,0.027,5.83,26.2,7.7,Safe
0.43,32.0,21.12,0.091,0.94,21.8,6.4,Safe
10.34,24.94,41.14,0.043,2.69,18.6,18.3,Safe
12.68,38.6,28.73,0.045,0.37,23.8,11.4,Safe
0.32,29.62,18.08,0.313,5.49,25.5,7.1,Safe
1.62,41.55,30.98,0.109,7.52,31.0,8.5,Safe
8.2,24.3,18.0,0.196,0.46,25.6,4.2,Safe
6.9,52.19,19.25,0.01,6.78,25.2,6.2,Safe
1.02,26.04,22.91,0.068,5.91,27.5,5.6,Safe
1.17,37.19,43.36,0.098,1.7,24.9,16.7,Safe
2.31,42.92,45.51,0.031,4.69,29.2,19.2,Safe
3.31,29.29,42.27,0.019,0.0,33.9,18.8,Safe
4.82,43.52,26.02,0.306,10.74,34.8,13.5,Safe
2.3,22.71,23.99,0.421,3.2,26.4,11.2,Safe
3.1,49.52,33.12,0.012,3.87,27.3,19.9,Safe
6.88,35.14,38.82,0.064,4.37,32.3,13.5,Safe
0.19,29.04,47.78,0.477,3.3,25.4,21.1,Safe
1.45,32.01,19.34,0.013,7.77,28.7,5.0,Safe
6.25,43.09,16.63,0.155,3.76,21.5,6.4,Safe
11.28,29.16,37.91,0.538,9.53,24.8,22.6,Safe
3.58,27.51,42.46,0.574,3.49,30.6,16.3,Safe
3.8,32.78,42.93,0.096,0.75,23.1,16.8,Safe
0.57,23.23,37.39,0.027,9.79,25.5,18.0,Safe
2.97,53.21,46.48,0.034,4.58,19.7,21.8,Safe
3.8,29.34,31.86,0.331,4.81,34.0,9.7,Safe
1.39,43.32,45.16,0.364,16.93,31.1,28.4,Safe
1.57,37.09,46.94,0.14,0.31,26.8,26.4,Safe
2.37,25.15,42.96,0.218,2.24,28.0,12.9,Safe
0.1,34.94,25.22,0.202,1.09,27.6,7.8,Safe
1.94,42.84,21.48,0.163,3.98,31.5,8.1,Safe
1.19,33.12,33.09,0.263,6.58,23.9,17.2,Safe
1.98,46.93,29.95,0.173,13.56,28.9,15.7,Safe
0.64,45.22,43.97,0.115,2.42,30.3,16.9,Safe
11.06,44.19,18.3,0.041,6.17,30.9,2.1,Safe
4.5,30.4,23.51,0.204,9.96,17.0,11.3,Safe
5.68,24.2,39.81,0.096,4.6,23.6,17.0,Safe
7.78,28.86,18.13,0.052,1.11,21.9,0.3,Safe
3.45,36.96,25.59,0.243,3.74,26.6,10.2,Safe
0.45,40.46,27.78,0.179,14.02,17.9,12.9,Safe
3.85,13.28,35.55,0.416,17.55,17.8,10.0,Safe
4.42,34.92,20.22,0.027,4.11,34.7,0.0,Safe
6.84,36.58,43.4,0.157,8.72,28.5,23.1,Safe
2.83,32.22,29.77,0.042,0.89,26.5,14.9,Safe
0.68,47.91,45.26,0.351,1.13,27.5,24.0,Safe
1.67,39.22,30.44,0.016,12.22,26.6,7.0,Safe
2.26,48.1,24.08,0.16,0.58,30.0,4.4,Safe
5.19,32.84,19.68,0.235,0.85,23.5,6.3,Safe
4.23,44.37,15.12,0.066,2.18,26.7,4.4,Safe
2.2,51.35,32.56,0.462,3.56,26.9,15.6,Safe
21.53,48.12,18.54,0.285,3.7,21.8,5.8,Safe
4.65,24.08,27.93,0.052,1.38,31.1,10.0,Safe
1.35,32.46,34.45,0.01,10.13,24.2,17.2,Safe
0.54,31.55,24.1,0.053,9.87,30.1,9.3,Safe
0.83,39.89,20.78,0.05,1.99,26.5,2.9,Safe
1.41,41.86,40.57,0.331,2.28,32.5,21.5,Safe
0.88,26.61,46.24,0.512,4.85,21.8,19.8,Safe
1.03,35.68,18.31,0.011,4.35,21.7,2.1,Safe
1.68,14.8,20.13,0.096,1.93,22.4,1.7,Safe
0.95,49.42,46.68,0.119,2.14,26.5,24.4,Safe
11.35,29.88,16.25,0.015,1.71,32.2,3.8,Safe
0.42,35.56,47.26,0.071,1.07,32.4,15.8,Safe
3.72,31.9,15.15,0.057,2.45,16.8,0.0,Safe
2.64,46.46,43.83,0.115,4.64,27.0,21.5,Safe
20.19,10.0,25.14,0.162,5.42,13.1,8.9,Safe
0.59,34.83,45.97,0.182,6.04,29.2,19.7,Safe
2.54,33.94,25.46,0.022,1.88,30.5,6.7,Safe
17.45,30.46,36.59,0.251,5.79,25.8,19.4,Safe
10.03,52.26,17.64,0.17,0.03,26.3,5.3,Safe
8.49,26.13,23.0,0.33,2.59,26.3,10.6,Safe
1.49,42.72,40.53,0.089,6.32,22.9,19.3,Safe
0.94,38.56,32.45,0.336,3.98,27.7,18.3,Safe
5.52,47.62,45.62,0.301,2.57,25.1,29.8,Safe
13.25,28.33,29.15,0.087,4.14,29.7,11.9,Safe
4.07,27.67,43.7,0.072,9.5,25.5,21.1,Safe
4.24,45.96,29.82,0.405,3.34,22.6,14.8,Safe
1.64,39.25,47.32,0.188,6.43,19.9,26.2,Safe
7.34,19.55,46.67,0.395,15.8,18.5,24.2,Safe
1.04,29.61,25.86,0.239,4.89,31.3,11.2,Safe
1.96,38.86,44.24,0.141,3.41,24.2,22.1,Safe
2.77,43.38,42.97,0.018,0.15,27.4,23.3,Safe
3.54,28.21,21.95,0.052,1.88,33.1,1.4,Safe
1.39,10.0,35.6,0.52,3.33,23.7,13.5,Safe
0.61,40.23,17.4,0.058,6.38,23.5,6.4,Safe
4.72,22.8,42.61,0.015,2.31,25.5,13.4,Safe
1.7,14.83,20.76,0.184,12.88,26.1,6.3,Safe
4.35,10.0,17.34,0.199,1.27,33.6,3.7,Safe
0.84,43.14,28.21,0.05,5.46,32.3,15.2,Safe
3.28,36.29,34.04,0.053,2.17,28.5,12.5,Safe
3.8,32.74,43.21,0.095,2.66,31.8,19.4,Safe
0.27,48.89,47.15,0.01,6.49,25.3,24.1,Safe
2.05,41.37,29.5,0.234,1.41,27.2,11.1,Safe
0.72,51.16,16.99,0.057,0.41,24.8,7.8,Safe
0.33,21.07,39.72,0.288,2.94,20.8,14.4,Safe
23.01,34.65,33.65,0.243,3.01,30.8,14.3,Safe
1.95,18.83,29.78,0.162,6.38,28.1,9.0,Safe
8.3,32.71,25.21,0.059,13.81,26.1,8.4,Safe
1.47,32.51,31.58,0.109,0.23,26.0,9.7,Safe
5.72,41.27,26.18,0.088,3.58,20.0,8.2,Safe
7.14,35.46,39.98,0.062,4.57,22.1,17.0,Safe
4.53,41.23,32.95,0.283,17.02,27.3,14.4,Safe
3.19,42.03,43.94,0.099,11.43,23.9,24.0,Safe
2.65,56.55,32.94,0.268,4.99,25.1,14.5,Safe
2.15,31.85,22.86,0.017,2.95,25.6,8.7,Safe
13.26,25.59,43.09,0.023,0.7,23.3,17.3,Safe
8.88,37.46,33.39,0.568,1.94,22.1,16.3,Safe
16.77,26.98,21.83,0.133,3.52,19.6,7.4,Safe
0.66,49.82,35.58,0.107,5.17,25.4,12.5,Safe
6.56,32.17,26.8,0.111,4.04,28.5,8.5,Safe
13.93,29.34,42.87,0.036,5.01,19.4,24.4,Safe
1.0,30.29,29.96,0.19,2.24,25.9,8.2,Safe
0.34,42.18,38.97,0.013,5.2,27.1,23.5,Safe
6.76,33.42,18.15,0.128,0.62,22.0,5.0,Safe
4.27,28.58,28.07,0.127,0.71,31.7,10.0,Safe
9.22,51.65,47.45,0.368,0.71,24.5,27.9,Safe
0.75,26.44,41.68,0.112,8.86,25.6,20.5,Safe
7.93,35.36,20.28,0.022,0.32,25.4,7.6,Safe
1.13,41.52,24.17,0.128,6.47,18.9,8.4,Safe
0.89,18.69,25.88,0.014,1.06,30.0,4.8,Safe
0.9,39.8,36.46,0.034,2.53,22.2,11.7,Safe
8.43,24.45,39.98,0.01,9.91,25.1,19.6,Safe
5.47,43.23,39.73,0.108,3.53,28.4,19.4,Safe
3.7,25.37,31.83,0.013,0.94,31.8,8.0,Safe
2.22,41.93,41.76,0.095,1.34,21.7,17.7,Safe
10.49,46.06,29.42,0.405,10.13,24.2,14.9,Safe
2.49,43.61,19.09,0.191,2.23,31.5,2.7,Safe
8.48,37.51,33.63,0.012,3.54,27.9,14.2,Safe
2.89,32.69,46.43,0.038,2.46,28.7,16.5,Safe
2.37,29.24,41.17,0.168,1.9,21.8,15.3,Safe
3.11,49.71,34.1,0.338,1.01,24.5,13.2,Safe
1.79,28.01,36.34,0.01,4.64,25.3,14.2,Safe
6.88,24.63,45.71,0.251,5.07,22.6,17.9,Safe
3.49,41.65,29.14,0.124,1.29,19.3,9.7,Safe
1.32,27.04,25.94,0.118,6.22,24.0,13.5,Safe
11.49,25.5,47.25,0.475,7.71,31.4,26.1,Safe
2.42,20.56,43.49,0.207,10.14,26.2,20.2,Safe
3.92,30.17,25.66,0.285,0.7,31.5,11.2,Safe
11.85,34.17,30.3,0.066,1.45,26.7,12.9,Safe
4.89,37.43,28.7,0.121,7.87,22.9,8.0,Safe
0.62,44.51,19.92,0.143,0.89,31.1,2.0,Safe
14.05,40.27,46.61,0.058,0.01,26.8,17.0,Safe
4.94,33.09,28.34,0.127,8.19,29.8,11.3,Safe
2.04,33.02,43.89,0.041,1.58,21.7,15.9,Safe
0.75,40.1,21.25,0.023,2.14,30.2,4.1,Safe
7.9,47.73,33.08,0.07,2.36,30.3,14.4,Safe
4.84,36.26,15.79,0.202,7.54,27.2,1.9,Safe
3.81,30.31,40.22,0.372,1.65,22.8,16.9,Safe
11.22,25.07,34.17,0.092,8.91,25.8,13.6,Safe
7.77,20.55,35.64,0.154,3.84,28.4,12.1,Safe
0.82,41.66,16.71,0.016,3.0,26.9,0.0,Safe
1.87,40.78,21.96,0.352,1.58,28.4,7.6,Safe
1.43,40.77,17.45,0.126,1.12,30.0,9.0,Safe
6.81,33.71,24.53,0.227,3.91,23.4,8.9,Safe
0.17,49.07,35.71,0.237,2.37,21.4,22.4,Safe
4.22,30.16,33.68,0.044,9.65,25.8,12.5,Safe
7.19,44.55,35.2,0.113,2.71,24.7,15.6,Safe
10.47,34.61,33.13,0.485,2.87,29.1,14.8,Safe
2.09,28.92,24.01,0.014,2.16,21.7,5.7,Safe
8.61,40.93,23.07,0.172,6.23,30.1,11.3,Safe
0.59,39.1,19.52,0.492,2.21,31.4,0.3,Safe
9.37,38.57,43.02,0.054,1.26,26.0,19.2,Safe
0.68,35.81,35.34,0.296,7.92,26.2,20.0,Safe
2.53,34.62,21.15,0.407,3.63,22.9,5.2,Safe
7.98,58.88,20.85,0.206,3.58,23.8,10.7,Safe
0.81,46.84,43.81,0.039,3.77,24.4,23.4,Safe
1.3,42.23,39.51,0.061,5.08,31.8,18.3,Safe
6.41,36.12,36.76,0.01,1.5,25.7,16.0,Safe
6.37,45.07,28.43,0.267,0.14,20.7,11.4,Safe
5.12,40.18,23.65,0.284,6.66,27.0,3.5,Safe
5.92,35.26,47.32,0.15,0.55,29.3,23.1,Safe
3.91,31.96,41.31,0.065,5.12,25.9,16.6,Safe
1.45,34.19,24.96,0.012,0.34,31.9,3.5,Safe
2.12,10.0,42.97,0.21,1.88,29.1,16.8,Safe
1.0,37.11,40.04,0.194,0.26,21.8,17.7,Safe
11.95,30.12,24.8,0.366,2.95,23.8,11.2,Safe
4.38,50.93,29.08,0.197,4.24,26.9,12.5,Safe
2.56,35.19,21.14,0.265,0.75,19.3,7.8,Safe
3.1,23.11,18.66,0.206,1.86,27.3,3.2,Safe
14.71,34.5,38.85,0.149,10.65,19.0,21.1,Safe
0.83,24.54,23.83,0.084,2.34,30.1,6.7,Safe
4.41,39.73,42.06,0.349,6.49,29.6,18.2,Safe
3.52,37.91,47.86,0.158,10.48,28.0,26.7,Safe
4.73,44.58,17.53,0.076,14.65,23.3,5.8,Safe
0.09,27.09,30.61,0.013,9.14,26.7,10.1,Safe
10.28,35.34,41.47,0.052,1.53,23.9,19.2,Safe
13.45,21.35,41.04,0.118,13.14,21.9,26.1,Safe
4.16,42.01,40.08,0.048,6.69,24.6,14.9,Safe
5.96,40.19,26.52,0.038,7.26,28.8,9.8,Safe
12.79,39.96,29.98,0.112,0.06,26.2,14.2,Safe
6.14,35.02,34.63,0.028,12.34,31.8,13.0,Safe
0.83,39.15,47.14,0.242,6.02,29.1,24.8,Safe
4.29,51.04,25.81,0.099,5.84,28.6,11.5,Safe
4.67,32.15,45.46,0.128,0.34,19.6,15.7,Safe
2.76,36.39,23.89,0.024,1.06,24.9,5.3,Safe
6.67,24.14,47.64,0.059,13.11,21.7,28.0,Safe
13.62,26.32,37.12,0.079,2.78,25.3,11.3,Safe
12.99,35.98,30.3,0.248,2.03,23.2,11.5,Safe
3.0,46.04,35.24,0.221,7.33,24.5,17.0,Safe
0.6,32.44,23.99,0.038,0.37,30.2,6.2,Safe
20.95,32.64,24.05,0.144,2.16,27.9,7.5,Safe
9.13,30.93,18.75,0.042,1.88,30.0,4.0,Safe
0.67,29.65,18.76,0.667,1.72,19.6,4.8,Safe
12.68,37.95,26.47,0.456,1.47,26.2,12.6,Safe
10.2,20.03,40.17,0.124,0.94,29.9,17.2,Safe
3.66,47.81,35.06,0.18,0.76,32.0,17.1,Safe
4.47,28.35,18.39,0.242,4.09,19.8,4.5,Safe
2.55,42.22,43.12,0.191,10.07,24.6,19.1,Safe
0.28,22.3,34.85,0.181,2.84,30.1,12.0,Safe
2.04,41.69,46.71,0.478,1.42,25.2,26.4,Safe
8.12,41.72,37.12,0.136,0.69,22.4,12.8,Safe
0.02,38.84,20.78,0.152,7.09,19.8,2.8,Safe
2.03,25.06,30.63,0.284,14.23,22.2,16.2,Safe
2.54,37.5,36.4,0.166,1.72,19.2,11.5,Safe
3.85,23.17,15.93,0.198,1.38,26.2,1.4,Safe
12.62,32.47,15.49,0.04,3.68,29.6,1.1,Safe
2.13,45.29,19.27,0.07,5.97,21.0,9.1,Safe
2.13,42.97,23.3,0.024,2.43,27.0,8.0,Safe
6.69,35.15,29.18,0.106,3.98,29.4,13.0,Safe
3.01,25.25,31.09,0.091,5.04,26.0,10.7,Safe
1.27,41.46,19.55,0.88,12.94,19.6,13.7,Safe
3.01,35.19,37.22,0.142,0.72,27.5,13.2,Safe
0.76,11.8,34.67,0.232,23.78,25.8,17.0,Safe
0.97,42.83,24.72,0.061,1.99,25.4,11.2,Safe
3.45,34.76,15.45,0.267,5.14,23.8,6.6,Safe
2.71,47.02,17.56,0.143,3.4,26.3,3.9,Safe
12.32,24.05,27.93,0.179,2.67,28.0,4.3,Safe
2.25,10.0,20.08,0.052,4.79,35.6,2.6,Safe
4.34,37.79,27.44,0.119,2.02,26.4,14.0,Safe
5.0,37.92,35.73,0.151,0.54,32.0,13.0,Safe
0.07,18.09,33.06,0.133,2.68,27.4,10.9,Safe
5.45,25.22,22.63,0.37,2.95,25.6,5.6,Safe
0.98,62.55,26.35,0.343,0.9,26.6,12.0,Safe
16.23,31.94,35.26,0.531,10.97,21.1,21.9,Safe
0.8,42.31,43.41,0.165,1.03,27.2,20.9,Safe
2.68,28.49,39.86,0.536,2.11,18.0,22.0,Safe
0.45,14.1,33.26,0.268,0.67,22.5,12.7,Safe
28.84,33.3,26.96,0.047,3.07,26.4,11.5,Safe
3.49,32.34,27.05,0.084,1.47,30.8,8.3,Safe
4.52,31.0,44.02,0.041,2.69,31.7,19.8,Safe
0.35,33.85,16.3,0.01,1.02,25.1,0.0,Safe
6.93,37.64,47.6,0.031,0.22,26.6,19.8,Safe
1.18,33.5,36.92,0.01,6.04,29.9,17.1,Safe
11.42,22.36,37.48,0.191,4.1,20.7,17.4,Safe
1.15,39.86,16.25,0.083,1.67,27.6,0.0,Safe
1.06,15.51,34.98,0.056,0.19,22.7,12.8,Safe
0.19,14.5,31.0,0.215,8.03,25.3,10.0,Safe
3.19,42.39,18.49,0.268,0.74,24.2,2.7,Safe
4.16,40.07,24.17,0.555,10.68,27.7,9.7,Safe
0.34,34.43,44.38,0.154,2.6,28.2,21.8,Safe
7.47,21.05,33.15,0.093,1.66,29.6,12.5,Safe
3.02,27.92,28.64,0.055,5.42,27.4,10.2,Safe
3.72,32.37,17.4,0.038,8.38,26.7,4.5,Safe
2.91,19.04,38.57,0.036,1.85,33.4,10.3,Safe
2.56,27.61,38.19,0.079,2.09,19.9,15.8,Safe
4.1,41.52,35.26,0.72,2.27,32.8,16.0,Safe
0.84,49.27,31.84,0.01,10.22,24.8,20.1,Safe
1.0,30.81,29.31,0.033,4.72,28.3,8.9,Safe
9.89,42.56,34.58,0.031,1.14,24.7,20.8,Safe
14.6,15.86,22.7,0.189,0.82,23.2,5.4,Safe
